trait_type	phenocode	pheno_sex	coding	modifier	description	description_more	coding_description	category	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	pops	num_pops	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	saige_heritability_AFR	saige_heritability_AMR	saige_heritability_CSA	saige_heritability_EAS	saige_heritability_EUR	saige_heritability_MID	lambda_gc_AFR	lambda_gc_AMR	lambda_gc_CSA	lambda_gc_EAS	lambda_gc_EUR	lambda_gc_MID	filename	filename_tabix	aws_link	aws_link_tabix	wget	wget_tabix	size_in_bytes	size_in_bytes_tabix	md5_hex	md5_hex_tabix
biomarkers	30820	both_sexes		irnt	Rheumatoid factor	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	40596	20982	16538	AFR,AMR,CSA,EUR,MID	5	467	69	720	NA	35667	94	NA	NA	NA	NA	NA	NA	8.0027e-01	3.0672e-01	3.6224e-01	NA	0.0000e+00	3.8828e-01	9.8536e-01	1.0018e+00	1.0219e+00	NA	1.0295e+00	1.0539e+00	biomarkers-30820-both_sexes-irnt.tsv.bgz	biomarkers-30820-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30820-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30820-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30820-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30820-both_sexes-irnt.tsv.bgz.tbi	1641429795	2087879	60d889dce6d73904f610c233112dad7e	00fdfe7907344fa1261120c196b21a9c
biomarkers	30830	both_sexes		irnt	SHBG	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	418540	206013	178611	AFR,AMR,CSA,EAS,EUR,MID	6	5709	849	7643	2327	363650	1348	NA	NA	NA	NA	NA	NA	3.1819e-01	4.2962e-01	3.3503e-01	2.6490e-01	1.0388e-01	5.5442e-01	9.8081e-01	1.0055e+00	1.0133e+00	1.0148e+00	1.5838e+00	1.0333e+00	biomarkers-30830-both_sexes-irnt.tsv.bgz	biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi	2021749295	2171183	7311a84378bc58f12ff206235cc129e2	4ae69d58e87829ae73fc75512368c9da
biomarkers	30840	both_sexes		irnt	Total bilirubin	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	459567	228177	194071	AFR,AMR,CSA,EAS,EUR,MID	6	6176	933	8395	2549	399286	1491	NA	NA	NA	NA	NA	NA	4.1174e-01	0.0000e+00	4.5464e-01	4.8819e-02	1.3895e-01	5.5441e-02	1.0130e+00	9.0730e-01	1.0347e+00	1.0233e+00	1.5504e+00	9.8178e-01	biomarkers-30840-both_sexes-irnt.tsv.bgz	biomarkers-30840-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30840-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30840-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30840-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30840-both_sexes-irnt.tsv.bgz.tbi	2024619209	2171620	23576e0efdbd1290a68fafea58ae4b50	6fa8051148167e57650116345fc8ee3b
biomarkers	30850	both_sexes		irnt	Testosterone	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	417996	191161	193028	AFR,AMR,CSA,EAS,EUR,MID	6	5623	828	7655	2379	363203	1393	NA	NA	NA	NA	NA	NA	1.5020e-01	0.0000e+00	7.6733e-02	0.0000e+00	0.0000e+00	0.0000e+00	1.0444e+00	8.9015e-01	9.8876e-01	9.7108e-01	1.1576e+00	8.6403e-01	biomarkers-30850-both_sexes-irnt.tsv.bgz	biomarkers-30850-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30850-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30850-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30850-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30850-both_sexes-irnt.tsv.bgz.tbi	2019777429	2170579	a77edf642e550affdf3b1cb550f1f631	5e83b34e17dd13f9d34c63952140c13f
biomarkers	30860	both_sexes		irnt	Total protein	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	422149	208145	179759	AFR,AMR,CSA,EAS,EUR,MID	6	5759	856	7696	2342	366758	1362	NA	NA	NA	NA	NA	NA	2.2431e-01	0.0000e+00	1.5127e-01	1.7289e-01	8.0109e-02	3.1893e-01	1.0048e+00	9.9437e-01	1.0214e+00	1.0042e+00	1.4404e+00	1.0397e+00	biomarkers-30860-both_sexes-irnt.tsv.bgz	biomarkers-30860-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30860-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30860-both_sexes-irnt.tsv.bgz.tbi	2022170144	2170962	ee0e3dc72282ad1ecafb06bef3d206a5	ed9163a743ca318faaebc70758650ceb
biomarkers	30870	both_sexes		irnt	Triglycerides	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	461140	228999	194702	AFR,AMR,CSA,EAS,EUR,MID	6	6211	937	8415	2570	400639	1499	NA	NA	NA	NA	NA	NA	2.9571e-01	5.8936e-01	2.7094e-01	1.1737e-01	8.9395e-02	3.1476e-01	1.0336e+00	1.0152e+00	1.0260e+00	9.8889e-01	1.6540e+00	9.9251e-01	biomarkers-30870-both_sexes-irnt.tsv.bgz	biomarkers-30870-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30870-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30870-both_sexes-irnt.tsv.bgz.tbi	2024194969	2171401	6fa1506e80486b69b817763a802826bd	8e415c10ec2f28a712e689112f3ce995
biomarkers	30880	both_sexes		irnt	Urate	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	460950	228839	194680	AFR,AMR,CSA,EAS,EUR,MID	6	6206	938	8411	2569	400469	1497	NA	NA	NA	NA	NA	NA	3.8883e-01	1.5990e-01	2.6783e-01	2.9497e-01	9.7922e-02	5.1235e-01	1.0103e+00	1.0165e+00	1.0012e+00	1.0461e+00	1.5676e+00	1.0137e+00	biomarkers-30880-both_sexes-irnt.tsv.bgz	biomarkers-30880-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30880-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30880-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30880-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30880-both_sexes-irnt.tsv.bgz.tbi	2023076503	2171336	d09ce69786f357b6a4913a278931dc92	ec114c480191704b1203773d016c39a5
biomarkers	30890	both_sexes		irnt	Vitamin D	NA	NA	Biological samples > Assay results > Blood assays > Blood biochemistry	440651	216032	188769	AFR,AMR,CSA,EAS,EUR,MID	6	6046	892	7380	2484	383324	1390	NA	NA	NA	NA	NA	NA	2.4543e-01	8.0574e-01	2.3481e-01	3.8566e-01	4.8500e-02	6.5977e-01	1.0260e+00	9.8571e-01	9.9684e-01	1.0065e+00	1.2841e+00	1.0141e+00	biomarkers-30890-both_sexes-irnt.tsv.bgz	biomarkers-30890-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30890-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30890-both_sexes-irnt.tsv.bgz.tbi	2021404273	2171115	7b185bac50cd201c8808aa0351631baa	2902a5c891332d20ed095cfe6e03ac5a
categorical	100020	both_sexes	100020		Typical diet yesterday	Question asked: "Would you say that what you ate and drank yesterday was fairly typical for you? N.B. Your questionnaire answers are just as important to us if your day was not typical."	NA	Online follow-up > Diet by 24-hour recall > Typical diet yesterday	56136	30307	25829	AFR,AMR,CSA,EAS,EUR,MID	6	993	134	1278	315	48239	173	214	25	191	69	10651	25	3.3155e-02	2.2679e-01	3.1914e-02	1.2164e-01	0.0000e+00	2.2670e-01	9.3765e-01	9.3490e-01	9.7348e-01	9.6889e-01	9.6044e-01	9.9641e-01	categorical-100020-both_sexes-100020.tsv.bgz	categorical-100020-both_sexes-100020.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100020-both_sexes-100020.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100020-both_sexes-100020.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100020-both_sexes-100020.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100020-both_sexes-100020.tsv.bgz.tbi	2266566515	2238135	9a89608db14d22b4575a23c53d74d335	cf243fa314e2165fa269f15084ed3f24
categorical	100240	both_sexes	100240		Coffee consumed	Question asked: "Did you drink any coffee yesterday?" If the participant activated the Help feature they were shown the message:  Include all coffee drinks whether hot, cold/iced, instant, shop bought (including Starbucks), machine made or made by hand. Coffee substitutes such as Barley Cup and Dandelion Coffee should not be recorded here. Instead, record this under other non-alcoholic drinks (further down the page). If some of your coffees were decaffeinated and some were not, please choose Varied for the decaf question. Likewise, if you added sugar/sweetener to some of your coffees but not all, or if the amount of sugar/sweetener you added varied from one coffee drink to another, please choose Varied. The questions on milk, decaffeinated coffee and sugar/sweetener need to be answered here.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	47292	25464	21828	AFR,AMR,CSA,EAS,EUR,MID	6	473	121	570	228	41565	131	734	38	899	156	17325	67	2.7953e-02	1.8158e-01	1.8816e-02	7.8028e-02	1.6804e-02	1.3092e-01	1.0005e+00	9.8417e-01	1.0203e+00	9.9029e-01	1.0158e+00	9.8844e-01	categorical-100240-both_sexes-100240.tsv.bgz	categorical-100240-both_sexes-100240.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100240-both_sexes-100240.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100240-both_sexes-100240.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100240-both_sexes-100240.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100240-both_sexes-100240.tsv.bgz.tbi	2286120263	2240024	f8ddc875ea8039472c951bc4930243e9	a3e591db12b0fafaddfaa7445cc832dd
categorical	100260	both_sexes	100260		Added milk to instant coffee	Question asked: "Did you add milk, cream or whitener (e.g. Coffee-mate) to your instant coffee?" This question was only asked to participants who reported drinking instant coffee yesterday.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	27433	14771	12662	AFR,AMR,CSA,EAS,EUR	5	290	56	368	127	24393	NA	917	103	1101	257	34497	NA	3.2238e-02	1.5580e-01	1.3598e-02	7.5494e-02	8.1131e-03	NA	9.9925e-01	1.0205e+00	1.0058e+00	9.9271e-01	1.0120e+00	NA	categorical-100260-both_sexes-100260.tsv.bgz	categorical-100260-both_sexes-100260.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100260-both_sexes-100260.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100260-both_sexes-100260.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100260-both_sexes-100260.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100260-both_sexes-100260.tsv.bgz.tbi	2038862228	2180951	7106eec212c74e8c6c218da4f994674a	3f3722891a35a9bba46e9a7a4cc11b11
categorical	100280	both_sexes	100280		Added milk to filtered coffee	Question asked: "Did you add milk, cream or whitener (e.g. Coffee-mate) to your filter/americano/cafetiere coffee?" This question was only asked to participants who reported drinking filter/americano/cafetiere coffee yesterday.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	8649	4695	3954	CSA,EUR	2	NA	NA	60	NA	7634	NA	NA	NA	1409	NA	51256	NA	NA	NA	3.4119e-02	NA	2.3965e-02	NA	NA	NA	9.9960e-01	NA	9.7533e-01	NA	categorical-100280-both_sexes-100280.tsv.bgz	categorical-100280-both_sexes-100280.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100280-both_sexes-100280.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100280-both_sexes-100280.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100280-both_sexes-100280.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100280-both_sexes-100280.tsv.bgz.tbi	1118150241	1934913	f539c38648eafdb367d94ba7c69f7a77	21ddc97b166c582197f15a9c2e2300a7
categorical	100320	both_sexes	100320		Added milk to espresso	Question asked: "Did you add milk, cream or whitener (e.g. Coffee-mate) to your espresso?" This question was only asked to participants who reported drinking coffee yesterday.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	364	164	200	EUR	1	NA	NA	NA	NA	279	NA	NA	NA	NA	NA	58611	NA	NA	NA	NA	NA	0.0000e+00	NA	NA	NA	NA	NA	1.0250e+00	NA	categorical-100320-both_sexes-100320.tsv.bgz	categorical-100320-both_sexes-100320.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100320-both_sexes-100320.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100320-both_sexes-100320.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100320-both_sexes-100320.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100320-both_sexes-100320.tsv.bgz.tbi	520093074	1750472	249e0f59b44f429ed5170a098f9d6a50	3a5072d82cbac84252fc620775e9c1c9
categorical	100350	both_sexes	100350		Added milk to other coffee type	Question asked: "Did you add milk, cream or whitener (e.g. Coffee-mate) to your other type of coffee?" This question was only asked to participants who reported drinking other coffee yesterday.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	400	246	154	EUR	1	NA	NA	NA	NA	314	NA	NA	NA	NA	NA	58576	NA	NA	NA	NA	NA	0.0000e+00	NA	NA	NA	NA	NA	9.5822e-01	NA	categorical-100350-both_sexes-100350.tsv.bgz	categorical-100350-both_sexes-100350.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100350-both_sexes-100350.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100350-both_sexes-100350.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100350-both_sexes-100350.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100350-both_sexes-100350.tsv.bgz.tbi	521767591	1750685	fa6e76afe646a82e6dd6e48e299d6b7d	980d3f3a3429616aef3b47e2e71ba4f9
categorical	100360	both_sexes	100360		Decaffeinated coffee	Question asked: "Was it decaffeinated coffee?"	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	7570	4717	2853	AFR,CSA,EUR	3	107	NA	88	NA	6758	NA	1100	NA	1381	NA	52132	NA	2.4307e-02	NA	5.1285e-02	NA	0.0000e+00	NA	9.7730e-01	NA	1.0099e+00	NA	9.9774e-01	NA	categorical-100360-both_sexes-100360.tsv.bgz	categorical-100360-both_sexes-100360.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100360-both_sexes-100360.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100360-both_sexes-100360.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100360-both_sexes-100360.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100360-both_sexes-100360.tsv.bgz.tbi	1603711936	2052776	d7d19c365e8e2dda1311d02c20e66549	98abea3a08889a7a05f3e894687bf89b
categorical	100390	both_sexes	100390		Tea consumed	Question asked: "Did you drink any tea/infusion yesterday?" If the participant activated the Help feature they were shown the message:  Standard tea covers all the different types of tea made with black tea leaves (this is the most common type of tea). This includes teabags and loose leaf tea as well as decaffeinated types. Peppermint tea belongs in the herbal or fruit infusion section. If you added honey to your tea/infusion, please treat this as sugar. Do not treat artificial sweetener as sugar. If your tea or infusion is not on the list, please record it under Other located at the bottom of the list.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	54369	30143	24226	AFR,AMR,CSA,EAS,EUR,MID	6	783	101	1224	286	47029	138	424	58	245	98	11861	60	3.4873e-02	1.5978e-01	3.8229e-02	9.2509e-02	2.3687e-02	1.1178e-01	1.0133e+00	1.0457e+00	9.5755e-01	9.8923e-01	9.9535e-01	1.0079e+00	categorical-100390-both_sexes-100390.tsv.bgz	categorical-100390-both_sexes-100390.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100390-both_sexes-100390.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100390-both_sexes-100390.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100390-both_sexes-100390.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100390-both_sexes-100390.tsv.bgz.tbi	2279047398	2239274	740464035b74c0dbe5b1e8ed83f36800	10d0235f828574050d46201d4efc5d95
categorical	100460	both_sexes	100460		Added milk to standard tea	Question asked: "Did you add milk to your standard tea?" This question was only asked to participants who reported drinking standard tea yesterday.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	44147	23598	20549	AFR,AMR,CSA,EAS,EUR,MID	6	495	58	1075	199	38654	87	712	101	394	185	20236	111	2.2475e-02	1.2662e-01	3.5687e-02	6.9258e-02	9.2293e-03	1.2520e-01	1.0082e+00	1.0139e+00	9.9969e-01	1.0235e+00	1.0038e+00	1.0045e+00	categorical-100460-both_sexes-100460.tsv.bgz	categorical-100460-both_sexes-100460.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100460-both_sexes-100460.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100460-both_sexes-100460.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100460-both_sexes-100460.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100460-both_sexes-100460.tsv.bgz.tbi	2285294315	2240135	f9bef98ec1dd60b829b87c91999af2b0	a6fc81900f28fa97fe9b42c25143150c
categorical	100470	both_sexes	100470		Decaffeinated tea	Question asked: "Was your standard tea decaffeinated?" This question was only asked to participants who reported drinking standard tea yesterday.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	3243	1969	1274	AFR,CSA,EUR	3	86	NA	68	NA	2789	NA	1121	NA	1401	NA	56101	NA	5.5957e-02	NA	7.4215e-02	NA	0.0000e+00	NA	9.4516e-01	NA	9.9899e-01	NA	1.0199e+00	NA	categorical-100470-both_sexes-100470.tsv.bgz	categorical-100470-both_sexes-100470.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100470-both_sexes-100470.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100470-both_sexes-100470.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100470-both_sexes-100470.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100470-both_sexes-100470.tsv.bgz.tbi	1571739387	2046855	a829db1a5276015bac8d2ead6fbd6227	efc4da5e4cffc2ed195f4af25b73021a
categorical	100480	both_sexes	100480		Added milk to rooibos tea	Question asked: "Did you add milk to your rooibos/redbush tea?" This question was only asked to participants who reported drinking rooibos/redbush tea yesterday.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	1237	903	334	EUR	1	NA	NA	NA	NA	1049	NA	NA	NA	NA	NA	57841	NA	NA	NA	NA	NA	2.1183e-02	NA	NA	NA	NA	NA	9.8187e-01	NA	categorical-100480-both_sexes-100480.tsv.bgz	categorical-100480-both_sexes-100480.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100480-both_sexes-100480.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100480-both_sexes-100480.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100480-both_sexes-100480.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100480-both_sexes-100480.tsv.bgz.tbi	534767922	1751407	15fcbdcc39bcf3910e0e6c5b9ec0ad4f	35d48287ab3003af8dfc6cbfb2f2efcd
categorical	100510	both_sexes	100510		Other non-alcoholic drinks	Question asked: "Did you have any other (non-alcoholic) drinks yesterday? e.g. milk, yogurt drinks or hot chocolate." If the participant activated the Help feature they were shown the message:  You will be asked about alcoholic drinks next. Actimel and yakult should be recorded under yogurt based drinks.	NA	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	9116	5208	3908	AFR,CSA,EAS,EUR	4	248	NA	229	73	7742	NA	959	NA	1240	311	51148	NA	2.8342e-02	NA	1.9543e-02	1.1178e-01	8.3303e-03	NA	9.7241e-01	NA	9.6009e-01	9.6439e-01	9.7670e-01	NA	categorical-100510-both_sexes-100510.tsv.bgz	categorical-100510-both_sexes-100510.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100510-both_sexes-100510.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100510-both_sexes-100510.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100510-both_sexes-100510.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100510-both_sexes-100510.tsv.bgz.tbi	1828828534	2119856	0205beeabb3401bea061f0d33e40f3a3	d9b0723e4e31ac8eca4860a63da8b2ec
categorical	100580	both_sexes	100580		Alcohol consumed	Question asked: "Did you have any alcoholic drinks yesterday? For instance, beer, wine or spirits." If the participant activated the Help feature they were shown the message:  Please treat liqueurs as spirits. If you had mixed drinks such as shandy, cocktails or alcopops, think about what went in them. For example, shandy is made from beer, lager or cider (please record the lemonade or ginger beer used in the shandy separately); cocktails and alcopops contain one or more spirits. Alcohol used in cooking should be ignored.	NA	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	32731	15892	16839	AFR,AMR,CSA,EAS,EUR,MID	6	315	56	340	108	29005	56	892	103	1129	276	29885	142	2.5927e-02	1.4059e-01	1.5448e-02	9.5765e-02	9.7742e-03	1.4643e-01	1.0008e+00	9.8706e-01	1.0013e+00	9.8938e-01	1.0042e+00	9.9216e-01	categorical-100580-both_sexes-100580.tsv.bgz	categorical-100580-both_sexes-100580.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100580-both_sexes-100580.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100580-both_sexes-100580.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100580-both_sexes-100580.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100580-both_sexes-100580.tsv.bgz.tbi	2281440982	2239796	687648ff56e2485a1aa03f1da7716d4a	013d27c535f925a00fdeea428d6a6b66
